Oscilloscope data. 
Time step = 20,00 uS
Voltage step = 31,25 mV
Zero level = 91

N 	Smpl.	Trig

0	134	0
1	133	0
2	134	0
3	134	0
4	134	0
5	134	0
6	134	0
7	134	0
8	134	0
9	134	0
10	134	0
11	134	0
12	134	0
13	134	0
14	134	0
15	134	0
16	134	0
17	134	0
18	134	0
19	134	0
20	134	0
21	134	0
22	134	0
23	134	0
24	134	0
25	134	0
26	134	0
27	134	0
28	134	0
29	134	0
30	133	0
31	134	0
32	134	0
33	134	0
34	134	0
35	134	0
36	134	0
37	134	0
38	134	0
39	134	0
40	134	0
41	134	0
42	134	0
43	134	0
44	134	0
45	134	0
46	134	0
47	134	0
48	134	0
49	134	0
50	134	0
51	134	0
52	134	0
53	134	0
54	135	0
55	134	0
56	134	0
57	134	0
58	134	0
59	134	0
60	134	0
61	134	0
62	134	0
63	134	0
64	134	0
65	134	0
66	134	0
67	134	0
68	134	0
69	134	0
70	134	0
71	134	0
72	134	0
73	134	0
74	134	0
75	134	0
76	134	0
77	134	0
78	133	0
79	134	0
80	134	0
81	134	0
82	133	0
83	134	0
84	133	0
85	134	0
86	134	0
87	134	0
88	134	0
89	134	0
90	134	0
91	134	0
92	133	0
93	134	0
94	134	0
95	134	0
96	134	0
97	134	0
98	134	0
99	134	0
100	134	0
101	134	0
102	134	0
103	134	0
104	134	0
105	133	0
106	132	0
107	131	0
108	130	0
109	129	0
110	128	0
111	127	0
112	125	0
113	123	0
114	119	0
115	117	0
116	115	0
117	112	0
118	108	0
119	104	0
120	101	0
121	96	0
122	92	0
123	87	0
124	83	0
125	77	0
126	72	0
127	67	0
128	61	0
129	56	0
130	51	0
131	46	0
132	41	0
133	37	0
134	32	0
135	29	0
136	26	0
137	25	0
138	25	0
139	24	0
140	25	0
141	29	0
142	33	0
143	37	0
144	43	0
145	51	0
146	59	0
147	69	0
148	79	0
149	89	0
150	99	0
151	110	0
152	120	0
153	129	0
154	139	0
155	145	0
156	150	0
157	153	0
158	152	0
159	150	0
160	146	0
161	139	0
162	129	0
163	117	0
164	105	0
165	91	0
166	77	0
167	62	0
168	50	0
169	39	0
170	31	0
171	25	0
172	24	0
173	27	0
174	33	0
175	43	0
176	57	0
177	71	0
178	89	0
179	105	0
180	121	0
181	135	0
182	145	0
183	151	0
184	153	0
185	148	0
186	139	0
187	125	0
188	107	0
189	88	0
190	69	0
191	51	0
192	37	0
193	27	0
194	24	0
195	28	0
196	38	0
197	53	0
198	73	0
199	94	0
200	115	0
201	133	0
202	146	0
203	153	0
204	151	0
205	141	0
206	123	0
207	102	0
208	79	0
209	56	0
210	38	0
211	27	0
212	24	0
213	31	0
214	48	0
215	70	0
216	95	0
217	119	0
218	139	0
219	151	0
220	153	0
221	143	0
222	123	0
223	98	0
224	71	0
225	48	0
226	30	0
227	24	0
228	31	0
229	47	0
230	73	0
231	101	0
232	127	0
233	146	0
234	153	0
235	145	0
236	126	0
237	99	0
238	69	0
239	43	0
240	27	0
241	25	0
242	39	0
243	63	0
244	94	0
245	124	0
246	145	0
247	153	0
248	143	0
249	120	0
250	89	0
251	57	0
252	33	0
253	24	0
254	33	0
255	57	0
256	90	0
257	123	0
258	145	0
259	152	0
260	139	0
261	111	0
262	77	0
263	45	0
264	26	0
265	27	0
266	48	0
267	82	0
268	117	0
269	145	0
270	152	0
271	139	0
272	109	0
273	71	0
274	39	0
275	25	0
276	33	0
277	61	0
278	99	0
279	134	0
280	153	0
281	145	0
282	118	0
283	79	0
284	43	0
285	25	0
286	32	0
287	62	0
288	102	0
289	137	0
290	153	0
291	141	0
292	106	0
293	65	0
294	33	0
295	25	0
296	45	0
297	85	0
298	126	0
299	150	0
300	147	0
301	117	0
302	73	0
303	36	0
304	25	0
305	43	0
306	85	0
307	127	0
308	151	0
309	144	0
310	109	0
311	63	0
312	30	0
313	27	0
314	56	0
315	102	0
316	141	0
317	152	0
318	129	0
319	83	0
320	41	0
321	25	0
322	45	0
323	89	0
324	134	0
325	153	0
326	134	0
327	89	0
328	43	0
329	24	0
330	44	0
331	91	0
332	136	0
333	153	0
334	129	0
335	81	0
336	37	0
337	25	0
338	54	0
339	105	0
340	145	0
341	149	0
342	112	0
343	59	0
344	27	0
345	35	0
346	81	0
347	131	0
348	153	0
349	129	0
350	78	0
351	33	0
352	28	0
